# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 1000 bp upstream, 1000 bp downstream, 30000 bp max extension, curated regulatory domains included
A1BG	unnamed (+22875)
TRIM71	unnamed (-24823), unnamed (-17371)
TRIM73	unnamed (+1463), unnamed (+3905), unnamed (+5493), unnamed (+6634), unnamed (+14657), unnamed (+15666), unnamed (+18750), unnamed (+23139)
TRIM74	unnamed (+1455), unnamed (+3903), unnamed (+4605), unnamed (+5489), unnamed (+14657), unnamed (+15696), unnamed (+18839)
TRIM75P	unnamed (-3283)
TRIM8	unnamed (-2354), unnamed (+472)
TRIO	unnamed (+9594)
TRIP10	unnamed (+486), unnamed (+12688), unnamed (+13789), unnamed (+21481), unnamed (+25559)
TRIP11	unnamed (-6047), unnamed (-855)
TRIP12	unnamed (-21358)
TRIP13	unnamed (+216)
TRIP4	unnamed (-20)
TRIP6	unnamed (+165), unnamed (+1061)
TRIR	unnamed (+106)
TRIT1	unnamed (-15748), unnamed (+693)
TRMO	unnamed (+299)
TRMT1	unnamed (+458), unnamed (+830), unnamed (+12978)
TRMT10B	unnamed (+127), unnamed (+15724)
TRMT11	unnamed (-28376), unnamed (+786)
TRMT112	unnamed (+370)
TRMT12	unnamed (+1801), unnamed (+21653)
TRMT1L	unnamed (-445)
TRMT2A	unnamed (-567), unnamed (-74)
TRMT2B	unnamed (-24283), unnamed (-65)
TRMT44	unnamed (-624)
TRMT5	unnamed (-8495), unnamed (-832), unnamed (+127)
TRMT6	unnamed (+18)
TRMT61A	unnamed (-2303), unnamed (-163), unnamed (+22640)
TRMT61B	unnamed (-6596), unnamed (-49)
TRNAU1AP	unnamed (-8421), unnamed (-410), unnamed (-222), unnamed (+28870)
TRNP1	unnamed (-20066), unnamed (-1962), unnamed (-32), unnamed (+15603)
TRNT1	unnamed (+2), unnamed (+482)
TROAP	unnamed (-17354)
TROVE2	unnamed (-629), unnamed (+1148), unnamed (+8145)
TRPA1	unnamed (+15256)
TRPC4AP	unnamed (-3082), unnamed (-291)
TRPM1	unnamed (+1844)
TRPM2	unnamed (-5611), unnamed (+16464)
TRPM3	unnamed (-7976)
TRPM5	unnamed (+6894)
TRPM7	unnamed (-37)
TRPT1	unnamed (+18470)
TRPV2	unnamed (-19522), unnamed (+3734), unnamed (+12800), unnamed (+23140)
TRPV3	unnamed (-17949), unnamed (-5562), unnamed (-94), unnamed (+29340)
TRPV5	unnamed (+8201)
TRUB2	unnamed (-16402), unnamed (+547)
TSC1	unnamed (-318), unnamed (+1923)
TSC2	unnamed (+410)
TSC22D2	unnamed (-23318), unnamed (-359), unnamed (-69), unnamed (+4335)
TSC22D4	unnamed (-6), unnamed (+6216)
TSEN15	unnamed (+19)
TSEN2	unnamed (-317)
TSGA10	unnamed (-96), unnamed (+203)
TSGA10IP	unnamed (-18265), unnamed (-12754)
TSGA13	unnamed (-12480)
TSHZ2	unnamed (-23711), unnamed (-14004)
TSKS	unnamed (+13777), unnamed (+17596)
TSKU	unnamed (-15090), unnamed (-3236), unnamed (+13713), unnamed (+24137)
TSN	unnamed (-79), unnamed (+20256)
TSNARE1	unnamed (-2080), unnamed (+50), unnamed (+889)
TSNAX	unnamed (-81)
TSNAX-DISC1	unnamed (-81)
TSNAXIP1	unnamed (-540)
TSPAN1	unnamed (-26553), unnamed (-18335)
TSPAN10	unnamed (-77), unnamed (+9942)
TSPAN13	unnamed (-13095), unnamed (+5813), unnamed (+19977)
TSPAN14	unnamed (-9403), unnamed (-6553)
TSPAN15	unnamed (-27099), unnamed (-25769), unnamed (-25452), unnamed (-7448)
TSPAN16	unnamed (-22717), unnamed (+11893), unnamed (+22138), unnamed (+25296)
TSPAN18	unnamed (+16698), unnamed (+23958)
TSPAN2	unnamed (-19454)
TSPAN3	unnamed (-13328), unnamed (+48), unnamed (+6617)
TSPAN31	unnamed (-300)
TSPAN32	unnamed (+139), unnamed (+1763)
TSPAN33	unnamed (+5869)
TSPAN4	unnamed (+501), unnamed (+15420), unnamed (+22357)
TSPAN5	unnamed (-6546), unnamed (-6090)
TSPAN7	unnamed (+15306)
TSPO2	unnamed (-1723)
TSPOAP1	unnamed (-11084), unnamed (-6057), unnamed (-4477), unnamed (-2309), unnamed (-1455), unnamed (-1246), unnamed (-918), unnamed (-360), unnamed (+2055), unnamed (+6319), unnamed (+8128)
TSPYL2	unnamed (-17648), unnamed (-4612)
TSR1	unnamed (+967)
TSR2	unnamed (-3), unnamed (+12769)
TSR3	unnamed (-9)
TSSC4	unnamed (-11084), unnamed (-141), unnamed (+15615)
TSSK2	unnamed (-6161)
TSSK3	unnamed (-16494), unnamed (-10588), unnamed (-2131), unnamed (+3363), unnamed (+12185)
TSSK6	unnamed (+26260)
TST	unnamed (-934), unnamed (+28812)
TSTA3	unnamed (-18526), unnamed (-7539), unnamed (-72)
TSTD2	unnamed (+458)
TTBK1	unnamed (-247), unnamed (+3308), unnamed (+24181), unnamed (+24801)
TTBK2	unnamed (+8989)
TTC1	unnamed (+4)
TTC17	unnamed (-14017), unnamed (+23038), unnamed (+28480)
TTC19	unnamed (-25365), unnamed (-14678), unnamed (+392)
TTC21A	unnamed (+235)
TTC21B	unnamed (-369)
TTC26	unnamed (-14650), unnamed (-67)
TTC28	unnamed (-396), unnamed (+24246)
TTC30A	unnamed (+24757)
TTC33	unnamed (-37)
TTC37	unnamed (-11)
TTC38	unnamed (+7935)
TTC39A	unnamed (-9197)
TTC5	unnamed (+27404)
TTC7A	unnamed (+9349)
TTC7B	unnamed (-11793), unnamed (+18723)
TTC9B	unnamed (-14142), unnamed (-13295), unnamed (-1615), unnamed (+22085)
TTF2	unnamed (-23962), unnamed (-11008)
TTI1	unnamed (+282)
TTI2	unnamed (-421), unnamed (+17506)
TTL	unnamed (+19128)
TTLL1	unnamed (-14738), unnamed (-7188), unnamed (-804), unnamed (+21818)
TTLL10	unnamed (-25081), unnamed (-17470), unnamed (-8178), unnamed (+25039), unnamed (+27721)
TTLL11	unnamed (+219)
TTLL12	unnamed (+260), unnamed (+2543)
TTLL13P	unnamed (-8134), unnamed (-534)
TTLL2	unnamed (-29462)
TTLL3	unnamed (+20516)
TTLL4	unnamed (-94), unnamed (+20893)
TTLL6	unnamed (-2289), unnamed (+21268), unnamed (+24623)
TTLL9	unnamed (+8646)
TTN	unnamed (-26841)
TTPA	unnamed (-20374)
TTYH1	unnamed (+10866)
TTYH2	unnamed (-8192)
TTYH3	unnamed (-13191), unnamed (-292), unnamed (+17372), unnamed (+20715), unnamed (+28504), unnamed (+28993)
TUB	unnamed (+19747)
TUBA1A	unnamed (-12036), unnamed (+2284), unnamed (+28898)
TUBA1B	unnamed (-29031), unnamed (-7425), unnamed (+1106)
TUBA1C	unnamed (-26566), unnamed (+5196), unnamed (+6643), unnamed (+8686)
TUBA3D	unnamed (-93)
TUBA3E	unnamed (-4305), unnamed (-102)
TUBAL3	unnamed (-45), unnamed (+1255), unnamed (+14010)
TUBB	unnamed (-6), unnamed (+1392), unnamed (+5789)
TUBB1	unnamed (-8333), unnamed (-2381)
TUBB2A	unnamed (-19386), unnamed (-18288), unnamed (-888), unnamed (-85), unnamed (+637), unnamed (+18144)
TUBB2B	unnamed (-24934), unnamed (-20267), unnamed (-10414), unnamed (+18462)
TUBB3	unnamed (-1954), unnamed (+1382), unnamed (+14840)
TUBB4A	unnamed (-6862)
TUBB4B	unnamed (-4710), unnamed (-709), unnamed (+2930)
TUBB6	unnamed (-19860), unnamed (-10452), unnamed (-5411), unnamed (-5175)
TUBB8	unnamed (+5006)
TUBG1	unnamed (+23364)
TUBG2	unnamed (-26265), unnamed (-3535)
TUBGCP2	unnamed (-198)
TUBGCP3	unnamed (-94), unnamed (+686)
TUBGCP4	unnamed (+452)
TUBGCP6	unnamed (+2841), unnamed (+24994)
TUFM	unnamed (-37), unnamed (+22230)
TUFT1	unnamed (+14301)
TULP1	unnamed (+11934), unnamed (+14295)
TULP2	unnamed (+19901), unnamed (+22265), unnamed (+23276), unnamed (+23555), unnamed (+25098)
TULP3	unnamed (-104)
TUNAR	unnamed (+19118)
TUSC3	unnamed (+26498)
TUSC5	unnamed (-5257), unnamed (+13963)
TUT1	unnamed (-6)
TVP23A	unnamed (+1819)
TVP23B	unnamed (+217)
TVP23C	unnamed (+45)
TWF2	unnamed (-1575), unnamed (-990)
TWNK	unnamed (+8837), unnamed (+9690)
TWSG1	unnamed (-13608)
TXK	unnamed (+7389)
TXLNA	unnamed (-115)
TXLNG	unnamed (-15138), unnamed (-14833), unnamed (-57)
TXN	unnamed (-19433), unnamed (-274), unnamed (+938)
TXN2	unnamed (+1597)
TXNDC11	unnamed (-907), unnamed (-149)
TXNDC12	unnamed (-91)
TXNDC16	unnamed (-72)
TXNDC2	unnamed (-16014), unnamed (-8607), unnamed (+9642), unnamed (+11376)
TXNDC5	unnamed (-10884), unnamed (+894), unnamed (+11052)
TXNDC8	unnamed (-17691)
TXNDC9	unnamed (-30)
TXNIP	unnamed (-17145), unnamed (-137)
TXNL1	unnamed (-193)
TXNL4A	unnamed (-21761), unnamed (+813)
TXNL4B	unnamed (-18206), unnamed (-134)
TXNRD1	unnamed (+15144), unnamed (+17010), unnamed (+19331)
TXNRD2	unnamed (-28156), unnamed (-17368), unnamed (-5516), unnamed (-4178), unnamed (-509)
TXNRD3	unnamed (-24357)
TYMP	unnamed (-4548)
TYMS	unnamed (+24920)
TYRO3	unnamed (+3850)
TYROBP	unnamed (-23220), unnamed (-1181), unnamed (+4484)
TYSND1	unnamed (+9386)
TYW1	unnamed (-10)
TYW1B	unnamed (-1087), unnamed (+22293)
U2AF1	unnamed (-9340), unnamed (-85)
U2AF1L4	unnamed (+913)
U2AF1L5	unnamed (-9423), unnamed (-129)
U2AF2	unnamed (-1198), unnamed (-702), unnamed (+276), unnamed (+16700)
U2SURP	unnamed (-2158), unnamed (-34), unnamed (+715), unnamed (+17005)
UAP1L1	unnamed (+12)
UBA1	unnamed (-3189)
UBA2	unnamed (+21), unnamed (+656)
UBA5	unnamed (-15934), unnamed (+759)
UBA52	unnamed (-141)
UBA6	unnamed (-463), unnamed (-142)
UBA7	unnamed (-13026), unnamed (+7538)
UBAC1	unnamed (-25446), unnamed (-23705), unnamed (-12082), unnamed (-209), unnamed (+9325)
UBAC2	unnamed (-26055), unnamed (-21133), unnamed (-17), unnamed (+789)
UBAP1	unnamed (-28700)
UBAP2	unnamed (-19222), unnamed (-346), unnamed (+1933)
UBAP2L	unnamed (-152), unnamed (+418)
UBASH3B	unnamed (+17400)
UBB	unnamed (+15221)
UBC	unnamed (-24719), unnamed (-12042), unnamed (-6458), unnamed (-2015), unnamed (+1228), unnamed (+10430)
UBD	unnamed (-21397)
UBE2A	unnamed (-9013)
UBE2B	unnamed (-131)
UBE2C	unnamed (+5985), unnamed (+11489)
UBE2D2	unnamed (-24660), unnamed (+196), unnamed (+2544)
UBE2D3	unnamed (-407)
UBE2D4	unnamed (-437), unnamed (+332)
UBE2E1	unnamed (+2965)
UBE2E3	unnamed (-19416)
UBE2F	unnamed (-28266), unnamed (-24195), unnamed (-6143), unnamed (-3575)
UBE2G1	unnamed (-27909), unnamed (+1198)
UBE2G2	unnamed (+182)
UBE2H	unnamed (-5833), unnamed (-31)
UBE2I	unnamed (-19545), unnamed (-17629), unnamed (-11790), unnamed (-9252), unnamed (+178)
UBE2J1	unnamed (-64)
UBE2J2	unnamed (+20835), unnamed (+23500), unnamed (+23871)
UBE2K	unnamed (-11856), unnamed (-10409), unnamed (+6), unnamed (+5436)
UBE2L3	unnamed (-28625), unnamed (-17131), unnamed (-14568), unnamed (-4815), unnamed (-4263)
UBE2L5P	unnamed (-26887), unnamed (-13792)
UBE2L6	unnamed (+1502)
UBE2N	unnamed (-17912), unnamed (+166), unnamed (+1984)
UBE2O	unnamed (+6918), unnamed (+11168)
UBE2Q1	unnamed (-685), unnamed (-213)
UBE2Q2	unnamed (-2488), unnamed (-168)
UBE2QL1	unnamed (+24913)
UBE2S	unnamed (-29276), unnamed (-489), unnamed (+1416)
UBE2T	unnamed (-7)
UBE2V1	unnamed (-14229), unnamed (-6086), unnamed (-3853), unnamed (+542), unnamed (+2671), unnamed (+4672), unnamed (+8549)
UBE2V2	unnamed (-550), unnamed (-67)
UBE2W	unnamed (-18673), unnamed (-14271)
UBE3A	unnamed (-26059)
UBE3B	unnamed (-167)
UBE3C	unnamed (-20870), unnamed (-16630), unnamed (-14100), unnamed (-2373), unnamed (-209)
UBE3D	unnamed (-67)
UBE4B	unnamed (-960), unnamed (-640), unnamed (+1696), unnamed (+12577)
UBFD1	unnamed (-4)
UBL4A	unnamed (+559), unnamed (+4562)
UBL4B	unnamed (-6220), unnamed (+16108), unnamed (+24606)
UBL5	unnamed (-255)
UBLCP1	unnamed (-10683)
UBP1	unnamed (-5014), unnamed (+2041)
UBQLN1	unnamed (+6271)
UBQLN4	unnamed (-902)
UBR1	unnamed (+11491)
UBR2	unnamed (-15889)
UBR3	unnamed (+11793), unnamed (+28092)
UBR4	unnamed (-96), unnamed (+632), unnamed (+2342)
UBR5	unnamed (-87)
UBTD1	unnamed (-382), unnamed (+9241)
UBTF	unnamed (-24743), unnamed (-24380), unnamed (-21617), unnamed (-19673), unnamed (+11000)
UBXN1	unnamed (-61), unnamed (+5928)
UBXN10	unnamed (-27), unnamed (+1748)
UBXN11	unnamed (-18484), unnamed (-1352), unnamed (-495)
UBXN2A	unnamed (-646)
UBXN4	unnamed (+11), unnamed (+3346), unnamed (+15295)
UBXN6	unnamed (-13452), unnamed (-13160), unnamed (-63)
UBXN8	unnamed (+43)
UCHL3	unnamed (-351)
UCHL5	unnamed (+91)
UCK1	unnamed (-12141)
UCK2	unnamed (-12690), unnamed (-10767), unnamed (-10215), unnamed (+58), unnamed (+15413), unnamed (+23652)
UCKL1	unnamed (-210), unnamed (+7094), unnamed (+7409), unnamed (+14129)
UCN	unnamed (+11052), unnamed (+24866)
UCN2	unnamed (-9621)
UCN3	unnamed (+25811)
UCP2	unnamed (-270)
UCP3	unnamed (-11415), unnamed (-2242), unnamed (-688)
UFC1	unnamed (+296)
UFD1	unnamed (+24852)
UFM1	unnamed (+457)
UFSP1	unnamed (-731), unnamed (-209), unnamed (+232)
UGCG	unnamed (-29538), unnamed (-23668), unnamed (-74), unnamed (+489), unnamed (+1257)
UGP2	unnamed (-15998), unnamed (+19708)
UGT1A1	unnamed (-29), unnamed (+15361)
UGT1A5	unnamed (-3824)
UGT1A6	unnamed (+16302)
UGT2B11	unnamed (+22693)
UGT8	unnamed (-58)
UHMK1	unnamed (-21056)
UHRF2	unnamed (-4803), unnamed (-156)
UIMC1	unnamed (+11776), unnamed (+21571)
ULBP1	unnamed (-147)
ULBP2	unnamed (-7596), unnamed (-76)
ULBP3	unnamed (+18461)
ULK1	unnamed (-12221)
ULK3	unnamed (-24721), unnamed (-120)
ULK4	unnamed (+125)
UMOD	unnamed (-29699), unnamed (+20185), unnamed (+23138)
UMODL1	unnamed (-3386), unnamed (+1629), unnamed (+9206), unnamed (+17987)
UMPS	unnamed (-29291), unnamed (-46)
UNC119	unnamed (+25339)
UNC119B	unnamed (-22297)
UNC13A	unnamed (-29387), unnamed (-18631), unnamed (+7859), unnamed (+16141)
UNC13D	unnamed (-10726), unnamed (-533), unnamed (+133)
UNC45B	unnamed (-149), unnamed (+24277)
UNC50	unnamed (-34)
UNC5A	unnamed (-5084), unnamed (+12905), unnamed (+13582)
UNC5CL	unnamed (-1614)
UNC79	unnamed (-89)
UNC93A	unnamed (+4309)
UNC93B1	unnamed (-4423), unnamed (-58), unnamed (+7250), unnamed (+21638)
UNCX	unnamed (+19483), unnamed (+23009)
UNG	unnamed (+461)
UNK	unnamed (-48), unnamed (+282)
UNKL	unnamed (+6446), unnamed (+19041)
UPB1	unnamed (+8214)
UPF1	unnamed (-100)
UPF2	unnamed (-27707), unnamed (-7514)
UPF3A	unnamed (-29563), unnamed (-63), unnamed (+3957)
UPF3B	unnamed (-56)
UPK1B	unnamed (-23)
UPK2	unnamed (-28026), unnamed (-15869)
UPK3A	unnamed (-21062)
UPK3B	unnamed (-23605), unnamed (-2416), unnamed (+4463)
UPP1	unnamed (-3878), unnamed (+287), unnamed (+3969)
UPP2	unnamed (+20605)
UPRT	unnamed (+80)
UQCC1	unnamed (+103)
UQCC2	unnamed (-29311), unnamed (-19576), unnamed (-18428), unnamed (-7273), unnamed (+296)
UQCC3	unnamed (+2854)
UQCR11	unnamed (-152), unnamed (+551)
UQCRB	unnamed (-1064)
UQCRC1	unnamed (-7724)
UQCRC2	unnamed (-45)
UQCRFS1	unnamed (-25864), unnamed (+319)
UQCRH	unnamed (-289), unnamed (-9)
UQCRHL	unnamed (-25090), unnamed (-605)
URB2	unnamed (-23)
URI1	unnamed (+23), unnamed (+521)
URM1	unnamed (-9111), unnamed (+1643)
UROD	unnamed (-765), unnamed (-8), unnamed (+590), unnamed (+27089)
USB1	unnamed (-95)
USE1	unnamed (-34), unnamed (+10956), unnamed (+11884), unnamed (+15831)
USF1	unnamed (-21002)
USF2	unnamed (-126), unnamed (+788)
USH1C	unnamed (+15825)
USH1G	unnamed (+21347)
USHBP1	unnamed (-28), unnamed (+15292)
USO1	unnamed (-160), unnamed (+21724)
USP1	unnamed (-12222)
USP10	unnamed (-26261), unnamed (-21942), unnamed (-13038), unnamed (-10702), unnamed (-2944)
USP11	unnamed (+686), unnamed (+1414)
USP12	unnamed (-6203)
USP13	unnamed (+663), unnamed (+28043)
USP14	unnamed (-22016), unnamed (-299)
USP15	unnamed (-29572), unnamed (+758)
USP16	unnamed (-19), unnamed (+357)
USP18	unnamed (+14812)
USP2	unnamed (-98), unnamed (+6768), unnamed (+13180), unnamed (+20173)
USP20	unnamed (-138), unnamed (+21881), unnamed (+27764)
USP22	unnamed (+1896)
USP24	unnamed (+84)
USP25	unnamed (+23171), unnamed (+23835)
USP27X	unnamed (-753)
USP28	unnamed (-23254), unnamed (-164)
USP29	unnamed (-15849)
USP3	unnamed (-619), unnamed (-68), unnamed (+18775), unnamed (+25816)
USP30	unnamed (-45)
USP31	unnamed (-267)
USP32	unnamed (-1151), unnamed (-106)
USP33	unnamed (+15105)
USP34	unnamed (-1269), unnamed (-557), unnamed (+101), unnamed (+6858), unnamed (+26887)
USP36	unnamed (-21503), unnamed (-325), unnamed (+669)
USP37	unnamed (-121)
USP38	unnamed (+108), unnamed (+1825)
USP39	unnamed (+95)
USP4	unnamed (-12994), unnamed (-9739), unnamed (-139)
USP40	unnamed (+26635)
USP41	unnamed (+18028)
USP42	unnamed (-23289), unnamed (+21702)
USP44	unnamed (-19835), unnamed (+18402)
USP45	unnamed (+1140)
USP46	unnamed (-5352)
USP48	unnamed (-8247), unnamed (-4032), unnamed (-28)
USP49	unnamed (-1801)
USP5	unnamed (-46), unnamed (+391)
USP51	unnamed (+8316)
USP53	unnamed (-26121)
USP6	unnamed (-4840), unnamed (-4483)
USP6NL	unnamed (-6738)
USP7	unnamed (-28682), unnamed (-6200)
USP8	unnamed (+2258)
USP9X	unnamed (-25339), unnamed (-22182), unnamed (-13840), unnamed (-976)
USPL1	unnamed (-736), unnamed (+68)
UST	unnamed (-485), unnamed (+26769)
UTP11	unnamed (-236)
UTP14A	unnamed (-252), unnamed (+333)
UTP15	unnamed (-17)
UTP18	unnamed (-67)
UTP20	unnamed (-16)
UTP23	unnamed (+476), unnamed (+20083)
UTP3	unnamed (-58), unnamed (+17222)
UTP4	unnamed (-23444), unnamed (+103)
UTP6	unnamed (+6)
UTRN	unnamed (-12141), unnamed (-6907)
UTS2	unnamed (-14870), unnamed (-10497), unnamed (-6191), unnamed (+26885)
UTS2B	unnamed (-6611)
UTS2R	unnamed (-6073), unnamed (+7517)
UVRAG	unnamed (-326), unnamed (+26879)
UVSSA	unnamed (-28543), unnamed (-306)
UXS1	unnamed (+10475)
UXT	unnamed (-24500), unnamed (-17393), unnamed (-17053), unnamed (-3334), unnamed (+267), unnamed (+7296)
VAC14	unnamed (0), unnamed (+19939), unnamed (+29833)
VAMP2	unnamed (+6199), unnamed (+9214)
VAMP3	unnamed (-457)
VAMP4	unnamed (-20080), unnamed (-1021)
VAMP7	unnamed (-13344), unnamed (+12364)
VANGL2	unnamed (+20849), unnamed (+25465)
VAPA	unnamed (-18444), unnamed (-16710), unnamed (-52)
VAPB	unnamed (+953), unnamed (+1319)
VARS	unnamed (+232)
VARS2	unnamed (+14558)
VASH1	unnamed (+11299)
VASH2	unnamed (+28726)
VASN	unnamed (-100), unnamed (+2254)
VASP	unnamed (-5575), unnamed (+1604), unnamed (+8531)
VAT1	unnamed (+985), unnamed (+10606)
VAT1L	unnamed (-6746)
VAV1	unnamed (+29812)
VAV2	unnamed (-12288)
VBP1	unnamed (+2605)
VCAM1	unnamed (+12317), unnamed (+17231)
VCAN	unnamed (+3120)
VCL	unnamed (-22009), unnamed (-8295), unnamed (-6069)
VCPIP1	unnamed (+3385)
VDAC1	unnamed (-2930), unnamed (+959)
VDAC2	unnamed (-18578), unnamed (-367), unnamed (-146), unnamed (+19925)
VDAC3	unnamed (+21207)
VEGFA	unnamed (-587), unnamed (-8), unnamed (+17176), unnamed (+17796), unnamed (+25637), unnamed (+28354)
VEGFD	unnamed (-20621)
VENTX	unnamed (+5639), unnamed (+9013), unnamed (+10785)
VEPH1	unnamed (-9306), unnamed (+2973)
VEZF1	unnamed (+24866)
VEZT	unnamed (-32)
VGF	unnamed (-1936), unnamed (-30), unnamed (+2552), unnamed (+8596)
VGLL4	unnamed (-18121)
VIL1	unnamed (+3619), unnamed (+8883)
VILL	unnamed (-18847), unnamed (-927), unnamed (+6410), unnamed (+8934), unnamed (+10519), unnamed (+16794)
VIM	unnamed (-24705), unnamed (+2358), unnamed (+19044)
VIPAS39	unnamed (-957), unnamed (-357), unnamed (-135)
VIPR1	unnamed (-15333), unnamed (-13239)
VIPR2	unnamed (-25801), unnamed (-25400), unnamed (-1839)
VKORC1	unnamed (-6791), unnamed (+291)
VMA21	unnamed (-148)
VMAC	unnamed (-997), unnamed (-384), unnamed (+2516)
VMO1	unnamed (+3610), unnamed (+13406)
VN1R2	unnamed (+54)
VPS11	unnamed (+85)
VPS13B	unnamed (-10902)
VPS13C	unnamed (-46), unnamed (+3537)
VPS16	unnamed (-25)
VPS18	unnamed (+6), unnamed (+631), unnamed (+11987)
VPS25	unnamed (-20), unnamed (+1990), unnamed (+2609)
VPS26A	unnamed (+648), unnamed (+1145)
VPS29	unnamed (-721)
VPS33A	unnamed (+19)
VPS33B	unnamed (-22681), unnamed (-10647), unnamed (+4672)
VPS35	unnamed (-12)
VPS37B	unnamed (-5264), unnamed (+277), unnamed (+1493), unnamed (+7215), unnamed (+9354), unnamed (+11418)
VPS37C	unnamed (-24918), unnamed (-4401), unnamed (-13), unnamed (+356)
VPS37D	unnamed (-17127)
VPS41	unnamed (+46), unnamed (+28980)
VPS45	unnamed (+427)
VPS4A	unnamed (+16833)
VPS4B	unnamed (-23977), unnamed (-5357), unnamed (-83)
VPS50	unnamed (+21)
VPS51	unnamed (-45), unnamed (+523)
VPS52	unnamed (-36), unnamed (+22527), unnamed (+23472)
VPS53	unnamed (-26), unnamed (+6544)
VPS54	unnamed (-16246)
VPS8	unnamed (-26)
VPS9D1	unnamed (-314), unnamed (+41), unnamed (+11831), unnamed (+20665)
VRK1	unnamed (-16599), unnamed (+2538)
VRK3	unnamed (-19161), unnamed (+320)
VSIG10L	unnamed (-10410), unnamed (-9063), unnamed (+1929), unnamed (+3199), unnamed (+3478), unnamed (+8126), unnamed (+11560), unnamed (+18436)
VSIG10L2	unnamed (+2329), unnamed (+8001), unnamed (+24646)
VSIG2	unnamed (-745), unnamed (+5050)
VSIG4	unnamed (+24340)
VSIG8	unnamed (-12400)
VSIR	unnamed (-23436), unnamed (-136), unnamed (+26761), unnamed (+29428)
VSTM2B	unnamed (+5790)
VSTM2L	unnamed (-15955)
VSTM4	unnamed (-4434)
VSTM5	unnamed (-8058)
VSX2	unnamed (-7467)
VTCN1	unnamed (+29081)
VTN	unnamed (-549), unnamed (+395)
VWA1	unnamed (+4743), unnamed (+5456)
VWA2	unnamed (+9032), unnamed (+16100)
VWA3A	unnamed (+6482)
VWA3B	unnamed (-4931)
VWA7	unnamed (+3), unnamed (+5225), unnamed (+24767)
VWA8	unnamed (+10432)
VWCE	unnamed (-2515), unnamed (+27788), unnamed (+28591)
VWDE	unnamed (+255), unnamed (+11768)
WAPL	unnamed (-46)
WARS	unnamed (-29876), unnamed (+463)
WAS	unnamed (-3126)
WASF2	unnamed (-28784), unnamed (-18263), unnamed (-470), unnamed (-34)
WASF3	unnamed (-2239)
WASHC1	unnamed (-8698), unnamed (-6837), unnamed (-4819), unnamed (-3177), unnamed (+95), unnamed (+18328)
WASHC2A	unnamed (-692), unnamed (-72)
WASHC2C	unnamed (-596), unnamed (-65)
WASHC4	unnamed (-6922), unnamed (+12)
WASHC5	unnamed (+40)
WASL	unnamed (-8), unnamed (+29762)
WBP1L	unnamed (+14834), unnamed (+16768)
WBP2	unnamed (-2408), unnamed (+1064)
WBP2NL	unnamed (-104), unnamed (+5437)
WDFY1	unnamed (-2522), unnamed (+51), unnamed (+14619)
WDFY4	unnamed (-28946), unnamed (+17268), unnamed (+23407)
WDHD1	unnamed (-71)
WDPCP	unnamed (+190)
WDR1	unnamed (+9969)
WDR11	unnamed (+78)
WDR13	unnamed (-5937)
WDR17	unnamed (-156)
WDR18	unnamed (-29319), unnamed (-29060), unnamed (-27312), unnamed (-25228), unnamed (-21874), unnamed (-13393), unnamed (+22), unnamed (+1620)
WDR19	unnamed (-39)
WDR20	unnamed (+15513), unnamed (+24503)
WDR24	unnamed (-5307), unnamed (-47)
WDR25	unnamed (-152)
WDR26	unnamed (-24933), unnamed (-589)
WDR27	unnamed (-475), unnamed (+3929), unnamed (+4351)
WDR3	unnamed (-40)
WDR33	unnamed (-19857), unnamed (-62)
WDR34	unnamed (-22825), unnamed (-21191), unnamed (-274), unnamed (+12876), unnamed (+29872)
WDR36	unnamed (+547), unnamed (+1076)
WDR37	unnamed (+6785), unnamed (+24458)
WDR4	unnamed (-28), unnamed (+477)
WDR43	unnamed (-17746), unnamed (+10), unnamed (+792)
WDR45	unnamed (+1050)
WDR45B	unnamed (-27208)
WDR46	unnamed (-8209)
WDR47	unnamed (-13111), unnamed (-117)
WDR48	unnamed (-118)
WDR5	unnamed (+28769)
WDR53	unnamed (+22658)
WDR55	unnamed (+158)
WDR59	unnamed (-152)
WDR5B	unnamed (-501)
WDR6	unnamed (+144)
WDR60	unnamed (-24642), unnamed (-21304), unnamed (+5045), unnamed (+7500), unnamed (+7775)
WDR62	unnamed (-536), unnamed (+13238)
WDR66	unnamed (-23779), unnamed (+16073)
WDR7	unnamed (-19)
WDR73	unnamed (+20916), unnamed (+22981)
WDR74	unnamed (-9625), unnamed (-9318), unnamed (-8882), unnamed (-288), unnamed (+371)
WDR75	unnamed (-302)
WDR77	unnamed (+130)
WDR78	unnamed (+8396)
WDR81	unnamed (-12927), unnamed (-8672), unnamed (-7355), unnamed (-280), unnamed (+5485)
WDR91	unnamed (+2874), unnamed (+6843)
WDR92	unnamed (-318)
WDSUB1	unnamed (-5584), unnamed (-52), unnamed (+422)
WDTC1	unnamed (-13238), unnamed (-101)
WDYHV1	unnamed (-13040), unnamed (-70)
WEE1	unnamed (-21507), unnamed (-12221), unnamed (-7376), unnamed (-829), unnamed (-39)
WFDC1	unnamed (-28091)
WFDC10A	unnamed (+86)
WFDC2	unnamed (-12861)
WFDC3	unnamed (+13853), unnamed (+20520)
WFDC5	unnamed (+9642)
WFIKKN1	unnamed (+5313), unnamed (+6733)
